序号,服务,模块,端口,请求方法,接口路径,Controller,处理方法,接口说明,源码位置,映射注解行,处理方法行,映射注解
1015,qdata-server,system,8080,GET,/system/message/getNum,MessageController,getNum,Query message count,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageController.java,144,145,@GetMapping
1016,qdata-server,system,8080,GET,/system/message/list,MessageController,list,Query message list,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageController.java,70,71,@GetMapping
1017,qdata-server,system,8080,POST,/system/message/read,MessageController,read,Mark message as read,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageController.java,152,153,@PostMapping
1018,qdata-server,system,8080,POST,/system/message/readAll,MessageController,readAll,Mark all messages as read,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageController.java,158,159,@PostMapping
1019,qdata-server,system,8080,POST,/system/message/send,MessageController,send,Send message,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageController.java,172,173,@PostMapping
1020,qdata-server,system,8080,GET,/system/message/test,MessageController,test,Test add message,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageController.java,164,165,@GetMapping
1021,qdata-server,system,8080,DELETE,/system/message/{ids},MessageController,remove,Delete message,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageController.java,135,136,@DeleteMapping
1022,qdata-server,system,8080,GET,/system/message/{id},MessageController,getInfo,Get message details,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageController.java,89,90,@GetMapping
1023,qdata-server,system,8080,POST,/system/messageTemplate,MessageTemplateController,add,Add message template,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageTemplateController.java,91,92,@PostMapping
1024,qdata-server,system,8080,PUT,/system/messageTemplate,MessageTemplateController,edit,Modify message template,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageTemplateController.java,102,103,@PutMapping
1025,qdata-server,system,8080,POST,/system/messageTemplate/export,MessageTemplateController,export,Export message template list,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageTemplateController.java,73,74,@PostMapping
1026,qdata-server,system,8080,GET,/system/messageTemplate/list,MessageTemplateController,list,Query message template list,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageTemplateController.java,63,64,@GetMapping
1027,qdata-server,system,8080,DELETE,/system/messageTemplate/{ids},MessageTemplateController,remove,Delete message template,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageTemplateController.java,114,115,@DeleteMapping
1028,qdata-server,system,8080,GET,/system/messageTemplate/{id},MessageTemplateController,getInfo,Get message template details,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/message/MessageTemplateController.java,82,83,@GetMapping
1029,qdata-server,system,8080,POST,/system/notice,SysNoticeController,add,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysNoticeController.java,131,132,@PostMapping
1030,qdata-server,system,8080,PUT,/system/notice,SysNoticeController,edit,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysNoticeController.java,151,152,@PutMapping
1031,qdata-server,system,8080,GET,/system/notice/alertNotice,SysNoticeController,alertNotice,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysNoticeController.java,102,103,@GetMapping
1032,qdata-server,system,8080,GET,/system/notice/list,SysNoticeController,list,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysNoticeController.java,71,72,@GetMapping
1033,qdata-server,system,8080,GET,/system/notice/one,SysNoticeController,getInfo,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysNoticeController.java,121,122,@GetMapping
1034,qdata-server,system,8080,GET,/system/notice/sortList,SysNoticeController,sortList,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysNoticeController.java,84,85,@GetMapping
1035,qdata-server,system,8080,DELETE,/system/notice/{noticeIds},SysNoticeController,remove,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysNoticeController.java,182,183,@DeleteMapping
1036,qdata-server,system,8080,POST,/system/post,SysPostController,add,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysPostController.java,86,87,@PostMapping
1037,qdata-server,system,8080,PUT,/system/post,SysPostController,edit,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysPostController.java,106,107,@PutMapping
1038,qdata-server,system,8080,POST,/system/post/export,SysPostController,export,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysPostController.java,63,64,@PostMapping
1039,qdata-server,system,8080,GET,/system/post/list,SysPostController,list,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysPostController.java,53,54,@GetMapping
1040,qdata-server,system,8080,GET,/system/post/optionselect,SysPostController,optionselect,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysPostController.java,135,136,@GetMapping
1041,qdata-server,system,8080,DELETE,/system/post/{postIds},SysPostController,remove,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysPostController.java,126,127,@DeleteMapping
1042,qdata-server,system,8080,GET,/system/post/{postId},SysPostController,getInfo,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysPostController.java,75,76,@GetMapping
1043,qdata-server,system,8080,POST,/system/role,SysRoleController,add,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,105,106,@PostMapping
1044,qdata-server,system,8080,PUT,/system/role,SysRoleController,edit,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,126,127,@PutMapping
1045,qdata-server,system,8080,GET,/system/role/authUser/allocatedList,SysRoleController,allocatedList,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,208,209,@GetMapping
1046,qdata-server,system,8080,PUT,/system/role/authUser/cancel,SysRoleController,cancelAuthUser,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,233,234,@PutMapping
1047,qdata-server,system,8080,PUT,/system/role/authUser/cancelAll,SysRoleController,cancelAuthUserAll,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,244,245,@PutMapping
1048,qdata-server,system,8080,PUT,/system/role/authUser/selectAll,SysRoleController,selectAuthUserAll,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,255,256,@PutMapping
1049,qdata-server,system,8080,GET,/system/role/authUser/unallocatedList,SysRoleController,unallocatedList,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,220,221,@GetMapping
1050,qdata-server,system,8080,PUT,/system/role/changeStatus,SysRoleController,changeStatus,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,174,175,@PutMapping
1051,qdata-server,system,8080,PUT,/system/role/dataScope,SysRoleController,dataScope,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,161,162,@PutMapping
1052,qdata-server,system,8080,GET,/system/role/deptTree/{roleId},SysRoleController,deptTree,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,266,267,@GetMapping
1053,qdata-server,system,8080,POST,/system/role/export,SysRoleController,export,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,81,82,@PostMapping
1054,qdata-server,system,8080,GET,/system/role/list,SysRoleController,list,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,71,72,@GetMapping
1055,qdata-server,system,8080,GET,/system/role/optionselect,SysRoleController,optionselect,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,198,199,@GetMapping
1056,qdata-server,system,8080,DELETE,/system/role/{roleIds},SysRoleController,remove,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,188,189,@DeleteMapping
1057,qdata-server,system,8080,GET,/system/role/{roleId},SysRoleController,getInfo,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysRoleController.java,93,94,@GetMapping
1058,qdata-server,system,8080,POST,/system/user,SysUserController,add,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,139,140,@PostMapping
1059,qdata-server,system,8080,PUT,/system/user,SysUserController,edit,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,166,167,@PutMapping
1060,qdata-server,system,8080,GET,/system/user/,SysUserController,getInfo,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,114,115,@GetMapping
1061,qdata-server,system,8080,PUT,/system/user/authRole,SysUserController,insertAuthRole,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,253,254,@PutMapping
1062,qdata-server,system,8080,GET,/system/user/authRole/{userId},SysUserController,authRole,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,237,238,@GetMapping
1063,qdata-server,system,8080,PUT,/system/user/changeStatus,SysUserController,changeStatus,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,224,225,@PutMapping
1064,qdata-server,system,8080,GET,/system/user/deptTree,SysUserController,deptTree,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,266,267,@GetMapping
1065,qdata-server,system,8080,POST,/system/user/export,SysUserController,export,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,83,84,@PostMapping
1066,qdata-server,system,8080,POST,/system/user/importData,SysUserController,importData,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,93,94,@PostMapping
1067,qdata-server,system,8080,POST,/system/user/importTemplate,SysUserController,importTemplate,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,103,104,@PostMapping
1068,qdata-server,system,8080,GET,/system/user/list,SysUserController,list,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,73,74,@GetMapping
1069,qdata-server,system,8080,GET,/system/user/noPermi/deptTree,SysUserController,deptTreeNoPermi,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysUserController.java,275,276,@GetMapping
1070,qdata-server,system,8080,GET,/system/user/profile,SysProfileController,profile,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysProfileController.java,75,76,@GetMapping
1071,qdata-server,system,8080,PUT,/system/user/profile,SysProfileController,updateProfile,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysProfileController.java,90,91,@PutMapping
1072,qdata-server,system,8080,POST,/system/user/profile/avatar,SysProfileController,avatar,,qdata-module-system/qdata-module-system-biz/src/main/java/tech/qiantong/qdata/module/system/controller/admin/system/SysProfileController.java,149,150,@PostMapping
